,name,link,site,zp
179,Не менее 7 лет опыта работы в индустрии разработки ПО. Профессиональное владение C++ & STL. Опыт разработки Windows приложений.,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47693496?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,170 000 – 200 000 руб.
180,"...front-end developer position - rather, this position will focus on the development of the framework within which other developers can...Knowledge of ReactJS framework and ecosystem. Knowledge of frontend development tools like npm/yarn/gulp/webpack/browserify. Knowledge of Cloud...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47936735?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,5 000 – 7 000 USD
181,Сопровождение и доработка конфигурации 1C ERP. Обеспечение бесперебойного функционирования системы и принятие оперативных мер по устранению неполадок. Высшее техническое образование. Отличное знание платформы 1С 8.3.,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/42608708?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,130 000 – 200 000 руб.
182,"Разработка проектов и отдельных компонентов систем, доработка существующих проектов. Контроль над качеством и читаемостью кода. Оптимизация программного кода. PHP (исчерпывающее представление обо всех стандартных функциях и дополнительных возможностях). MySQL. JS (jquery), JSON, AJAX. HTML/CSS. Культура кода. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48008523?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,130 000 – 200 000 руб.
183,"Разработка программы, обеспечивающей возможность выполнения алгоритма и поставленных задач, ее тестирование и отладка. Выполнение экспертизы ПО, доработка, анализ и устранение...Высшее образование. Опыт работы в аналогичной по функционалу должности от 5 лет. Знание платформы 1С8 (обычные и управляемые...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47531039?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,130 000 – 200 000 руб.
184,"Разработка, сопровождение прикладного программного обеспечения и ведение баз данных (VBA/VBS/Python, MSSQL/Access). Сопровождение веб-сайтов (PHP/C#/Python...Высшее техническое образование. Опыт работы в должности программиста не менее 3-х лет. Умение программировать в объектно-ориентированной среде. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48320518?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,до 58 000 руб.
185,"Разработка ПО в соответствии со спецификациями и правилами, принятыми в компании. Клиенты в России, США и Европе. Штат компании – 65...Высшее образование в ИТ. Опыт работы от 1 до 3 лет. Cоискатели со средним образованием, не находящиеся в процессе получения...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47743173?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,60 000 – 120 000 руб.
186,"У нас есть большое количество задач: оптимизация и переработка существующего функционала; разработка собственного решения для автоматизации юридической работы; интеграция с...Bitrix Framework. D7, ORM. PHP7, MySQL, JS/Ajax, REST/SOAP, XML/JSON, ООП, MVC, паттерны проектирования. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47794197?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 150 000 руб.
187,"Решение задач разработки для крупной B2B-платформы электронной коммерции.Уверенная экспертиза и страсть к программированию на PHP. Знание ООП на уровне наиболее распространенных паттернов. Знание принципов SOLID, Clean Code...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47772899?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,140 000 – 170 000 руб.
188,"Участие в масштабных, технологически сложных проектах по внедрению высоконагруженных систем в качестве программиста. Программировать по техническому заданию, тестировать и исправлять...Ответственность и умение планировать свое время. Знание конфигурации 1С: Документооборот является преимуществом. Наличие сертификатов Профессионал по платформе/ Специалист по...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/46774163?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 100 000 руб.
189,"Общение с владельцем продукта, заказчиками и разработчиками. - Участие в разработке архитектуры для новых разрабатываемых конфигураций. - Ключевой проект - переход с 1...Знание языка программирования 1С и понимание архитектуры. - Знание функционала типовых программных продуктов 1С: Бухгалтерия предприятия, управление торговлей, розница. - ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48253106?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,до 200 000 руб.
190,"Разработка серверной части игровых проектов, формирование API взаимодействия сервера и игрового движка. Поддержка существующих проектов.Знание PHP. Понимание ООП, умение применять паттерны проектирования на практике. Знание MySQL, опыт оптимизации запросов. Рассмотрим начинающего специалиста.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47808899?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,до 200 000 руб.
191,"Разработка модуля 1с, для интеграции с маркетплейсами. Техническая поддержка, постоянное улучшение продукта.Опыт работы в похожих проектах. Знание 1с. Ответственность, пунктуальность, честность.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48261362?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 150 000 руб.
192,"Разработка и внедрение нового функционала. - Поддержка и оптимизация текущего функционала. - Работа с интерактивными модулями и компонентами на сайте. - Требуемый опыт работы: от 2х лет. Must Have: - Уверенные знания PHP, написание чистого кода. - !Обязательное умение работать Git. - ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47790055?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,150 000 – 200 000 руб.
193,"Разработка frontend/backend.Уверенное знание PHP 7, SQL. Опыт работы с MVC фреймворками. Опыт работы с Git. Умение разбираться в чужом коде. Самостоятельность. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47896716?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,40 000 – 50 000 руб.
194,"Разрабатывать модули/плагины к ArcGIS Desktop на С# .NET с использованием WPF.Знание .NET (C#, WPF), Git. Знание и понимание ООП. Владение английским языком на уровне чтения технической документации (intermediate). ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47084208?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 80 000 руб.
195,"Доработка баз и разработка нового функционала на основе конфигураций УТ 10.3 и УТ 11. Написание отчетов, обработок. Опыт работы по профилю от 1 года. Образование: высшее. Уверенное программирование на языке 1С: обычные и управляемые формы. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/38057770?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,до 200 000 руб.
196,"Различные конфигурации: Розница, УТ, УПП, Бухгалтерия (8.2-8.3), ЗУП и т.д. Есть возможность работать как над написанием...От вас: Высшее образование. Опыт работы разработчиком 1С от 3-х лет. Умение писать читабельный и аккуратно оформленный код. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47619936?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 120 000 руб.
197,Разработка и сопровождение приложений для мобильных устройств: - на платформе Windows CE/Windows Mobile в среде Visual Studio 2008. - Знание С#/.NET (.NET CF). Знание Visual Studio. Знание Java или Kotlin или C++ или С# и Android SDK. ,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48155401?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 110 000 руб.
198,Создавать отчеты. Дописывать встроенные возможности под нужды компании. Предлагать решения по оптимизации работы программы и ее ускорению.Умение программировать. Знание азов бухгалтерии. Понимание процессов продаж и закупок. Оперативность в работе.,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48012775?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,до 100 000 руб.
199,"Работа с основными конфигурациями ЗУП, Бухгалтерия, Управление торговлей (V8). Анализ бизнес-требований, поиск и реализация оптимальных решений. Опыт работы в 1С приветствуется и желателен от 2х лет. Знание типовых механизмов платформы. Умение работать в режиме...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48278392?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 50 000 руб.
200,"Создание сайтов с нуля. Администрирование сайтов. Верстка. Настройка аналитики.Обязательное знание на высоком уровне - Modx, Битрикс, Wordpress.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48258488?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,30 000 – 95 000 руб.
201,Подготовка рабочих мест к эксплуатации (установка прикладных программ и операционных систем семейства Windows). Техническая поддержка функционирования компьютерной техники организации (ремонт...Образование среднее профессиональное или высшее по профилю.,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48277139?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,14 000 – 20 000 руб.
202,"Изучение языка программирования 1С (прохождение курса, решение задач). Программирование на языке 1С. Участвовать в интересных проектах на базе...С высшим (неоконченным высшим) техническим или экономическим образованием. Обладающих аналитическим складом ума и высокой скоростью мышления. С желанием обучаться и...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47380802?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,14 000 – 20 000 руб.
203,"Доработка и разработка функционала под нужды компании на базе конфигураций ""1С Транспортная логистика"", ""1С Бухгалтерия 3.0"". Знание встроенного языка 1С, языка запросов, СКД. Опыт работы с управляемыми формами. Опыт работы с расширениями. Умение оценивать поставленную...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47853257?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 100 000 руб.
204,"Программировать: переносить данные, интегрировать 1С с другими программами, адаптировать типовые решения под бизнес-процессы заказчика, разбираться в программном коде. Правильная и грамотная речь: умение кратко и точно выражать свои мысли. Навыки программирования. Высшее техническое/экономическое образование.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47362635?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,60 000 – 80 000 руб.
205,Поддержка и развитие существующих конфигураций 1С. Создание новых нестандартных решений на платформе 1С;. Разработка дополнительного функционала конфигураций. Знание 1С 8 комплексная. Розница 1С 2.3. Бухгалтерия 1С 3.0. ЗУП 1С8.3. ,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47977762?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 85 000 руб.
206,Участие в ежедневных собраниях группы разработки и планировании работ. Участие в этапах процесса реализации плановых доработок: Разработка на основе согласованного...Общий стаж работы от 3 лет в сфере IT. Умение работать в команде. Опыт работы с бухгалтерским учетом. ,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47610435?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 85 000 руб.
207,"Изменение типового функционала 1С 8.3 УПП ред.1.3. Обновление нетиповой конфигурации. Разработка стандартов и приведения к ним...Высшее, профессиональное. Практический опыт работы от 3 лет в 1С УПП, ЗУП (производство). Документооборот. Написание технической и пользовательской документации...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/46087377?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 85 000 руб.
208,"Разработка для обычных и управляемых форм. Сопровождение нетиповых и типовых конфигураций (УПП 1.3, КА2, БП3.0, ЗУП...Имели опыт работы как минимум с двумя любыми конфигурациями: УПП, БП, УТ, ЗУП, УАТ, WMS, или с нетиповыми конфигурациями. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48342165?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 85 000 руб.
209,"Администрирование баз данных компании. Внесение изменений в конфигурации 1С по требованиям пользователей. Участие в переводе учета на 1С...Образование высшее техническое. Знание платформы 1С (управляемые и неуправляемые формы). Знание конфигураций 1С: Управление торговлей 10.3, 1...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47287297?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 130 000 руб.
210,Разработка и сопровождение приложений для мобильных устройств: - на платформе Windows CE/Windows Mobile в среде Visual Studio 2008. - Знание С#/.NET (.NET CF). Знание Visual Studio. Знание Java или Kotlin или C++ или С# и Android SDK. ,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47096260?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 110 000 руб.
211,"Изучать бизнес-процессы в компании и уметь ставить задачи по их автоматизации себе и/или команде программистов. Решать задачи, поставленные...Быстрая обучаемость. Владение PHP. Знание MySQL. Знание JavaScript, laravel, vuejs. Знание HTML+CSS. Опыт работы с различными API, в идеале Яндекса...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47999116?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 80 000 руб.
212,"Участие в проектах автоматизации предприятий на базе платформы 1С 8. Разработка согласно технических постановок задач в Конфигураторе среды 1...Образование высшее. Опыт не менее 2х лет. Умение работать в команде, а также работать и принимать решения самостоятельно. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48077564?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,50 000 – 90 000 руб.
213,"Опыт разработки под C++. Знание и понимание принципов и шаблонов ООП. Работоспособность, предприимчивость, желание развивать продукт. Опыт работы с системами...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47683313?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,80 000 – 150 000 руб.
214,Не менее 5 лет опыта работы в индустрии разработки ПО. Профессиональное владение C++ & STL. Опыт разработки Windows приложений.,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47693966?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,130 000 – 170 000 руб.
215,Развитие 1С системы на конфигурации УНФ/УТ (платформа 1С 8.3) Управляемые формы. Доработка интерфейсов рабочих мест (менеджеров...Опыт работы с УНФ/УТ. Опыт разработки с использованием расширений. Опыт работы с БСП. Опыт работы с СКД (Система компоновки...,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47950385?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,130 000 – 170 000 руб.
216,"Разработка нового функционала продукта, практическая реализация передовых научных исследований. Интеграции с различными внутренними и внешними системами.Уверенные знания в области использования PHP, MySQL и ООП. Обязательное знание и свободное владение инструментами API (REST и SOAP) XML...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48083074?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,130 000 – 170 000 руб.
217,Контроль и ответственность за работоспособностью всего программного обеспечения. Разработка решения экономических и других задач в программе. Разработка технологии решения задачи...Знание MSSQL Server.,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47804049?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 40 000 руб.
218,"Устранение неполадок в программных сервисах, разработанных другими программистами. Разработка новых и доработка существующих сервисов.Опыт работы с 1С-Битрикс и 1С-Битрикс24 (коробочная) в качестве программиста и администратора. Умение писать качественный...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/43127937?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 120 000 руб.
219,"Разработка программы, обеспечивающей возможность выполнения алгоритма и поставленных задач, ее тестирование и отладка. Выполнение экспертизы ПО, доработка, анализ и устранение...Высшее образование. Опыт работы в аналогичной по функционалу должности от 5 лет. Знание платформы 1С8 (обычные и управляемые...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47748345?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 120 000 руб.
220,"Разработка и поддержка функционала КИС 1С. Консультационно-информационная поддержка пользователей по ПО. Консультации пользователей по вопросам работы в системах. Знание платформы 8.3 (Конфигурации УТ, БП, ЗУП) Microsoft SQL, Postgres, XML, SOAP, Microsoft Excel, BI. - Умение работать в команде...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48098696?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,150 000 – 170 000 руб.
221,"Разработка аналитических отчетов, доработка обменов в конфигурациях 1С Управление торговлей. Автоматизация бизнес-процессов, разработка аналитических отчетов. Написание ТЗ, составление...Знание принципов работы СУБД, языка запросов SQL. Грамотный, читабельный код. Знание платформы 1С 8.X. Опыт работы в аналогичной...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/44539505?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 90 000 руб.
222,"Опыт работы с современными PHP- фреймворками (Yii, Laravel, Symfony). Знание Linux, Nginx, Docker, Docker-compose. Знание PHP7.4 и...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47843985?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,70 000 – 140 000 руб.
223,прямая работа с заказчиками с последующей формулировкой тех. задания. -работа с WEB-разработчиком (глубокая интеграция 1С - веб база - сайт). Необходим специалист (от 3лет качественного опыта) на развитие конкретного направления холдинга на основе конфигурации 1С: Комплексная автоматизация 1...,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47779546?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,140 000 – 160 000 руб.
224,Программирование в 1С 8.3 по ТЗ. Работа с несколькими типами конфигураций. Интеграция со сторонними API и т.д.Профильное высшее образование. Обязателен опыт программирования в 1С от 3-х лет. Знания в области интеграций с web-сервисами...,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48239537?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,130 000 – 150 000 руб.
225,"Разработка программы, обеспечивающей возможность выполнения алгоритма и поставленных задач, ее тестирование и отладка. Выполнение экспертизы ПО, доработка, анализ и устранение...Высшее образование. Опыт работы в аналогичной по функционалу должности от 5 лет. Знание платформы 1С8 (обычные и управляемые...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47530983?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,130 000 – 150 000 руб.
226,"Разработка нового функционала: разработка новых и доработка существующих конфигураций под задачи компании. Написание новых отчётов, обработок. Подготовка сборок и релизов...Опыт работ от 3-х лет. Знание типовых конфигураций: 1С:Бухгалтерия предприятия 2.0/3.0. Зарплата и управление...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/45505470?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,130 000 – 150 000 руб.
227,"В связи с активным расширением набора продуктов, а также их совершенствованием открыта позиция Middle / Senior PHP Backend программист. уверенное понимание и применение принципов ООП для написания работоспособного и поддерживаемого кода. - понимание паттернов и антипаттернов разработки, понимание важности архитектурного...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/44553530?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,100 000 – 200 000 руб.
228,"Принимать участие в разработке концепции реализации задач совместно с аналитиком (без взаимодействия с пользователями). Выполнять задачи по разработке, от небольшой...Уметь мыслить системно. Сопоставлять услышанное, быстро соображать, задавать уточняющие вопросы, выявлять несостыковки, приводить контрпримеры. Иметь опыт разработки в обычном и...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47614422?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,140 000 – 160 000 руб.
229,"Разработка протокола взаимодействия приложения с базовым устройством по Bluetooth совместно с разработчиками ПО базовых устройств. Анализ технического задания, пользовательских интерфейсов...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47596752?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,140 000 – 160 000 руб.
230,"Поддержание и сопровождение конфигурации 1С 8. Разработка и внедрение нового функционала, отчетов, интеграции, локализация и устранение ошибок в системах...Опыт разработки и внедрения решений на платформе 1С 8 от 3-х лет. Хорошее понимание языка запросов в 1...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/45367293?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 150 000 руб.
231,"Корпоративы с выездом, выплывом и вылетом :).NET. MVC.NET. SQL (MSSQL или другая СУБД). HTML/CSS/JS. Опыт разработки\использования Web\REST\пр. сервисов. Опыт разработки для...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48325596?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 150 000 руб.
232,"Осуществлять разработку и отладку программного кода, а также программное сопровождение конфигураций 1С: БГУ. Осуществлять проверку работоспособности и рефакторинг кода...Высшее образование по специальности. Стаж работы на аналогичной должности не менее 3-х лет. Внимательность, стрессоустойчивость, умение работать в коллективе...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48229496?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 150 000 руб.
233,"Разработка, техническое сопровождение и администрирование прикладных программных систем (1С 8. 3 и др.). Техническая поддержка пользователей (удаленно). Высшее профильное образование. Релевантный опыт работы. Хорошее знание архитектуры 1С:8.Х. Опыт разработки и сопровождение приложений на платформе...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/42633006?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 150 000 руб.
