,name,link,site,zp
466,"Доработка не типовых конфигураций, обновление нетиповых конфигураций, устранение ошибок, написание отчетов и обработок,написание инструкций и ТЗ, консультирование пользователей, администрирование...Образование высшее. Опыт работы 3-5 лет.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/48151853?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,35 000 – 75 000 руб.
467,"Разработка и поддержка корпоративных приложений на WinForm + MSSQL. Разработка интеграционных решений .NET, 1c, Webservices, Json. Работа с пользователями...Высшее ИТ/техническое образование. .NET, C#, vb.net, SQL, MSSQL, DevExpress. Работа в рамках многозадачности. Желание развиваться в области ИТ. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47748443?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 100 000 руб.
468,"Программирование на платформе 1С 8. Настройка нетипового обмена между информационными базами, доработка правил обмена. Обновление нетиповых конфигураций.Знание объектно-ориентированного программирования, методов и алгоритмов программирования. Знание технологии работы с распределенными базами данных. Опыт программирования в среде 1...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47987846?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 90 000 руб.
469,"Консультация пользователей в работе с программными продуктами 1С, помощь. Разработка отчётов, обработок. Заведение новых пользователей.Желательно оконченные курсы по 1С. Рассматриваем студентов-заочников.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47440436?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 90 000 руб.
470,"Разработка и поддержка корпоративных приложений на WinForm + MSSQL. Разработка интеграционных решений .NET, 1c, Webservices, Json. Работа с пользователями...Высшее ИТ/техническое образование. .NET, C#, vb.net, SQL, MSSQL, DevExpress. Работа в рамках многозадачности. Желание развиваться в области ИТ. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47748449?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 100 000 руб.
471,"In addition, you will work on multiple projects as a developer or domain specialist. Formulate and execute integration tests, load...Understanding of Web Services, Internet architecture, SQL, and software development. Self-motivated and self-managed with a high degree of...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47626264?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,200 000 – 300 000 руб.
472,"Разработка приложений (плагинов) для автоматизации проектирования в Autodesk Revit. Доработка функционала и оптимизация существующих плагинов Autodesk Revit. Разработка Нодов для...Уверенное владение C# (.NET, WPF MVVM, LINQ). Знание Python. Знание Revit API. Понимание принципов проектирования в Autodesk Revit. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47744139?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,100 000 – 100 000 руб.
473,"Развитие существующего продукта, разработка фич, исправление багов. Написание новых продуктов для производственных линий различных назначений.Опыт разработки на Elixir от 1 года. Понимание принципов OTP (GenServer, ETS, Supervisor). Опыт работы с Phoenix на уровне разработки...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47715887?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,120 000 – 150 000 руб.
474,Установка и настройка СБИС на рабочем месте клиента и в офисе. Обучение пользователей работе в системе. Техническая поддержка клиентов.Высшее техническое образование. Готовность к изучению нового.,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47734807?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 60 000 руб.
475,"Разработка и поддержка корпоративных приложений на WinForm + MSSQL. Разработка интеграционных решений .NET, 1c, Webservices, Json. Работа с пользователями...Высшее ИТ/техническое образование. .NET, C#, vb.net, SQL, MSSQL, DevExpress. Работа в рамках многозадачности. Желание развиваться в области ИТ. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47748447?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 100 000 руб.
476,"Разработка и поддержка корпоративных приложений на WinForm + MSSQL. Разработка интеграционных решений .NET, 1c, Webservices, Json. Работа с пользователями...Высшее ИТ/техническое образование. .NET, C#, vb.net, SQL, MSSQL, DevExpress. Работа в рамках многозадачности. Желание развиваться в области ИТ. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47748445?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 100 000 руб.
477,поддержка корпоративной информационной системы работающей на фреймворке Symphony. - исправление ошибок и добавление функционала. - поддержка корпоративного сайта (на PHP).знание и опыт работы с проектами построенными по модели MVC. - опыт программирования на PHP. - умение работать с API-сервисами: SOAP...,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/46630705?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 55 000 руб.
478,"Разработка по ТЗ от аналитика. Доработка архитектуры обменов, построенных на своей событийной модели. Риверс-инжиниринг кода.Опыт на аналогичной должности от 2 лет. Высокий навык программирования в 1С, чистоту и корректность кода. Умение здраво оценивать...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47785701?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 180 000 руб.
479,"Поддержка 1С и разработки на базе 1С для организаций. Кандидат должен проживать в Ярославле, иногда выезд к заказчику...Коммуникабельность. Знание типовых конфигураций 1С.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47822690?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,80 000 – 150 000 руб.
480,"Администрирование и поддержка не типовой кофнигурации на 1с 8.3 (отраслевое решение для фарм-бизнесса). Интеграция с внешними информационыыми...Уверенное знание встроенного языка 1с 8, языка запросов. Опыт доработки и поддержки продуктов на платформе 1с 8 (обычные...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/46888649?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 100 000 руб.
481,"Разработка в среде 1С Предприятие 8.3 (желателен опыт работа с конфигурациями: Университет. ПРОФ, Документооборот. КОРП, Бухгалтерия государственного учреждения...Высшее профессиональное (техническое или инженерно-экономическое) образование или среднее профессиональное (техническое или инженерно-экономическое) образование. Стаж работы в должности техника...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47755445?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 100 000 руб.
482,"Создание новых экранов в системе. Поддержка ранее созданных экранов. Взаимодействие с Backend-разработчиком.Знание ASP.Net. Знание JQuery, TypeScript, Javascript, CSS3, HTML5. Понимание SVN. Умение верстать при необходимости.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47687115?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,80 000 – 80 000 руб.
483,"Доработка и настройка механизмов в ERP по ТЗ (от руководителя отдела). Написание отчетов и обработок в программах 1С по...Опыт работы программистом 1С от 2-х лет. Знание конфигурации УТ/ЕРП, Бухгалтерия. Создание правил конвертации данных 2.0. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47745031?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 120 000 руб.
484,"Участие в разработке на проектах внедрения и развития типового продукта.Опыт разработки в среде 1С (управляемые формы) от 2 лет. Опыт работы с конфигурацией 1С:ERP, ДО, УТ...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/46335435?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,90 000 – 120 000 руб.
485,"Поддержание и развитие интеграционного решения Гольфстрим (ЛОЦМАН:PLM) - 1С:УПП. Участие в проектах по внедрению производственных систем в организации. Знание языков программирования: T-SQL, С#, Delphi. Опыт работы с MSSQL. Умение работать в команде и находить контакт с пользователями. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47872668?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,90 000 – 120 000 руб.
486,"Участие в моделировании проекта производственного учета. Адаптация ПО ИТЕ (IT Enterprise).Высшее техническое образование: ИТ, ИС, АСУ. Опыт программирования на С#. Опыт работы с ERP системами. Знание SQL.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47034382?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,90 000 – 120 000 руб.
487,Ты будешь работать над интересными и сложными задачами в рамках международного проекта. От тебя нужна 100 % вовлеченность и желание работать...,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47711539?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 40 000 руб.
488,Программирование в 1С 8 по задачам заказчиков. Ведение учета рабочего времени и задач в Jira Software. Помощь 1 линии...Опыт работы или курсы по программированию в 1С 8. Профильное образование как плюс(не обязательное требование). Знание типовых конфигураций...,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47993598?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,20 000 – 150 000 руб.
489,Ведение баз данных. Корректировка php-кода с учетом пожеланий клиентов. Администрирование сайта.Php+MYSQL (базовые знания). Java (будет преимуществом).,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47884910?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,20 000 – 150 000 руб.
490,"Поддержка и развитие существующих проектов. Участие в разработке новых проектов.PHP 7.4, 8. Laravel 7, 8. MySQL 8.0. SASS. Git. Composer.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47593121?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 150 000 руб.
491,"Обновление типовых и нетиповых конфигураций. Доработка конфигурации УПП под требования организации. Написание внешних отчетов и печатных форм. Исправление ошибок, связанных...Опыт работы обязателен.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47977391?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 150 000 руб.
492,"Любишь программировать. Js, node js, ts, vue js, mysql, postgresql, php от года.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47824060?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,55 000 – 65 000 руб.
493,"сопровождение и доработка 1С Предприятие 8.3 Комплексная-автоматизация, 1С Управление Торговлей 11 версия. - поддержка работы программ бухгалтерского...Навык работы с большим количеством информации и поставленных задач.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47032930?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 100 000 руб.
494,"Обработка и разрешение обращений пользователей учетных систем """"1C:ЛВЗ 8"""" (1С:УПП 8), консультации пользователей. Уточнение требований с...Высшее образование по специальности ИТ или экономическое. Знание конфигурации """"1C:ЛВЗ 8"""" (либо 1С:УПП 8). ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47781781?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,
495,Разработка приложений для работы с базами данных для производственного процесса.Умение программировать в среде Delphi v6.0 и выше. - знание SQL. - опыт разработки приложений для работы с базами данных.,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/46044941?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 49 368 руб.
496,"Постепенный перенос существующей информационной системы бюро на WEB технологии.Фронт энд, миддл программист. Java script, PHP, PYTON что то из Angular, React, Vue. Понимание работы баз данных, SQL запросов. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47304324?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 49 368 руб.
497,"Участвовать в разработке стендового оборудования. Написание алгоритмов работы программ. Написание программ для стендового, контрольного и др. оборудования.знания языка программирования Delphi.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47615372?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,40 000 – 100 000 руб.
498,"Участвовать в проектах по разработке и внедрению дополнительных программных модулей в 1С. Работать в команде с аналитиками, разработчиками, тестировщиками......в качестве программиста 1С \ разработчика 1С и т.п.. Умение писать логичный код, понятный другим разработчикам, оформленный по...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47737855?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,40 000 – 100 000 руб.
499,"Текущая поддержка пользователей. Написание отчетов и обработок. Автоматизация учета на платформе 1С УПП. Разработка нового функционала под требование бизнеса. Опыт работы с программными продуктами системы 1С. Знание платформы 1С 8.1, 8.2. Знание конфигурации 1С...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47692528?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 200 000 руб.
500,"Разработка программ, направленных на решение экономических и иных задач. Разработка в сфере автоматизации управленческого учета и отчетности.Высшее профессиональное (техническое или инженерно-математическое, математическое) образование; рассматриваем выпускников вузов. Стаж работы. Знание платформы 1С: Предприятие 8.3. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47331442?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,40 000 – 40 000 руб.
501,"Сопровождение и доработка системы 1С:УПП под потребности Компании, обновление конфигурации. Написание отчетов и обработок. Консультирование пользователей и их...Целеустремленность. Ответственность. Коммуникабельность. Инициативность. Знание программных продуктов: [ 1С - разработчик, MS office - эксперт, MS Windows - администратор.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47012747?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,40 000 – 40 000 руб.
502,"Сопровождение и администрирование конфигурации 1С "" Комплексная автоматизация 1.2 "". Поддержание старого функционала и разработка нового 1.2, формирование отчётов.Опыт работы в качестве программиста.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47727869?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 30 000 руб.
503,"Консультация и поддержка пользователей. Программирование в среде 1С8 . Разработка, внедрение и поддержка отчетов и обработок для конфигурации баз...Профессиональный разработчик на платформах ""1С: Предприятие 8.3"" (управляемые и обычные формы) с опытом работы от 3-х лет. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/46062992?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 30 000 руб.
504,"Разработка серверной части игровых проектов, формирование API взаимодействия сервера и игрового движка. Поддержка существующих проектов.Знание PHP. Понимание ООП, умение применять паттерны проектирования на практике. Знание MySQL, опыт оптимизации запросов. Рассмотрим начинающего специалиста.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47551009?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 30 000 руб.
505,"Доработка и сопровождение типовых и не типовых конфигураций (БУХ, ЗУП, МФО и КПК, УНФ) на платформе 1С 8.x. Общий опыт работы в программировании не менее 2-х лет. Обширный опыт программирования на платформе 1С 8.x. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/46105258?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 30 000 руб.
506,"Знания бухгалтерского, управленческого учета. Знание хотя бы одного языка программирования.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47840766?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 30 000 руб.
507,Участие в разработке собственной конфигурации на основании Управление торговлей 10.3.Владение навыками программирования 1С.,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47586560?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 75 000 руб.
508,"Создавать отчеты, печатные формы, писать доработки и расширения в 1С. Писать и предоставлять документацию с понятными объяснениями для пользователей...Знание и умение составлять алгоритмы и программировать. Желательно, высшее образование, технические специальности (в приоритете факультеты ИТ, математики). Аналитические способности, коммуникабельность...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47633741?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 15 000 руб.
509,"Создание инструментов для поддержания операционной деятельности склада. Выгрузки из WMS (система управления складом) с использованием SQL запросов, по запросу руководителя...Опыт работы аналитиком (уверенный пользователь SQL), либо программистом. Знание SQL (достаточно начинающий уровень). PL/SQL, DELPHI (как преимущество).",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/45371827?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,до 80 000 руб.
510,"Обязанности:Разработка информационно -управляющих систем для управления бортовым оборудованием транспортного средства на основе CAN -шины.Высшие техническое образование (радиотехника, электромеханика, информационные системы). Отличная подготовка в области Математики, Физики. Умение программировать системы управления регулирования. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47829936?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,до 80 000 руб.
511,"...работает как расширение IIS). - Разработка и поддержка инфраструктуры портала - это разнообразные сервисы, обеспечивающие ежедневную работу компании. - Взаимодействие с другими разработчиками.Delphi. - Windows Server. - Microsoft IIS. - Firebird. - Знания Delphi или знание другой платформы (Java, .NET) при готовности разобраться с Delphi. - ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47608812?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 40 000 руб.
512,"Фронт работ. Создание и поддержка различных систем - порталы, сервисы услуг, кабинеты. Приветствуем оправданный бизнес-целями ресерч, даем под него ресурсы.Высокая скорость принятия решений. Опыт работы в аналогичной должности от 3 лет. PHP, MySQL, JS/Ajax, Jquery, ООП, MVC. ",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47585967?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,170 000 – 240 000 руб.
513,"Разрабатывать на платформе ""1С:Предприятие"" по стандартам 1С. Получать задачи в виде ТЗ или в устной форме от...Практический опыт разработки на 1С 8.х от 3 лет и выше. Знание и опыт в написании запросов, использование...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47819236?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,80 000 – 150 000 руб.
514,"Сопровождение, доработка и обновление конфигураций УПП 1.3, КА 2.4, Розница 2.3. — Разработка внешних печатных форм, обработок. — Желателен опыт работы программистом 1С от 1 года. — Ответственность, коммуникабельность, аналитический склад ума, инициативность. — Умение подключить и настроить торговое...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47675964?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 40 000 руб.
515,Разрабатывать новые и поддерживать существующие компоненты приложения. Осуществлять интеграцию приложения с корпоративными системами (MES и SAP). Разрабатывать математические модели.Знать язык C# и платформы .Net. Знать основы объектно-ориентированного программирования (ООП). Уметь работать с большими объемами информации. ,https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47051640?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 40 000 руб.
516,"Создание новых экранов в системе. Поддержка ранее созданных экранов. Взаимодействие с Backend-разработчиком.Знание ASP.Net. Знание JQuery, TypeScript, Javascript, CSS3, HTML5. Понимание SVN. Умение верстать при необходимости.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47687117?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,80 000 – 80 000 руб.
517,"Внедрение и настройка управляющих программ. - Отладка программ в процессе испытаний и эксплуатации устройств.Высшее образование. - Исполнительность, добросовестность, самообучаемость. - Стремление быстро и качественно решить поставленную задачу.",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47843411?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,80 000 – 80 000 руб.
518,"Участие в создании нового функционала на платформе 1С 8. Участие в исправлении, доработке и рефакторинге существующего функционала на платформе...Обязательно: Уверенное программирование в среде ""1С:Предприятие"" 8.3. Желание работать на результат. Желательно: Знание БСП. Знание предметных областей...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47630131?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 120 000 руб.
519,"Реализация различных видов разработок программного обеспечения (ПО) в соответствии с функциональными спецификациями (техническим заданием). Решение проблем, возникших в ходе работы...Знание принципов ООП и шаблонов проектирования. Знание классических алгоритмов. Знание SQL. Практические навыки 1-2 языков программирования (C/C+, Java...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47585369?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,от 120 000 руб.
520,"программирование прикладных продуктов в среде ""1С:Предприятие"". - оценка трудоемкости. - внедрение типовых и настроенных конфигураций ""1С"". - консультирование пользователей.опыт работы от 2-х лет на платформе 1С 8. - навыки программирования и доработки конфигураций на базе 1С...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47502064?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,50 000 – 130 000 руб.
521,"1. Поддержка и доработка конфигураций 1с на платформе 8.3. 2. Настройка обмена данными между различными конфигурациями 1С. Профильное образование, либо наличие сертификатов Специалист по платформе 1с, либо опыт работы (внедрения, реальной поддержки эксплуатации, доработки конфигураций на...",https://hh.ru/search/vacancyhttps://kaliningrad.hh.ru/vacancy/47600835?from=vacancy_search_list&query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,https://hh.ru/search/vacancy,60 000 – 120 000 руб.
